movie,sentence,score
히트맨,진심 다들 댓글알반가 평점보고 놀람..너무 억지로 웃음을 끌어내려는 게 뻔해서 오히려 재미없었음 진지할땐 진지하고 웃길땐 웃겼으면 좋았겠지만 그런거 상관없이 무작정 웃음포인트를 억지로 짜내느라 몰입이 깨짐..뇌빼고 보려면 추천,1
제8일의 밤,난잡함이란 이런것...,4
더 수어사이드 스쿼드,와 이게 별이 8이 넘는다고 각자 취향이니 어쩔 수 없지만내 돈 시간이 너무 아까웠다내용의 개연성이 너무 없다. 그냥 스토리는 없다고 보면 되고 웃기려는 대사와 감동주는 대사에서 전혀 감정이입이 안된다. 영상미만 화려하지만 돈내고 볼 영화는 아니다. 분명히 경고했다,2
모가디슈,신파없고 지루함없이 잘표현해냄.억지없음,10
디바,감독이 편집 다시 배워야 할듯 뭐가 실제고 환각인지 모르게 하면 어쩌자는거임? 남자코치와 매니지먼트 사장은 죽은거야 산거야?ㅡㅅㅡ^,2
모가디슈,진짜 아무생각없이  남는시간에 남는  영화가 그시간밖에없어서 봤는데 오  몇년만에  진짜 괜찮은 영화  와우ㅋ진짜 후기 안쓰지만  남겨요 추천영화ㅋ,10
더 수어사이드 스쿼드,시끄럽다22221292222,1
빽 투 더 퓨쳐,우연히 채널돌리다가 12편 다고고 3편 지긍 시작너무 재밌고 진짜 지금봐도 탄탄한 이야기,10
모가디슈,코로나 시국에 개봉만 안했어도 1천만 관객 충분했을듯,10
모가디슈,또 빨갱이영화라고 하면 좀 글치? 이시국에 또또..북한 남한이 나뉜이유가 다른나라때문이라는 메세지를 전하려고 했던건가? 우리의 주적은 북한이고 최근 간첩활동했던 종북세력이 잡혀들어갔는데 거기에 대한 반문 영화인가? 무튼 빨갱이영화니 좌파들만 보시길.. 선동영화 지겹다,1
모가디슈,아..너무재미있는데요ㅠ,10
모가디슈,코로나만 아니였으면 진짜 대박났을듯..,10
모가디슈,오랜만에 영화같은 영화를 봄.,8
블랙 호크 다운,모가디슈 보고 보고싶어서 봄. 20년 전인데 미친 연출력. 집요함이 느껴질 정도. 톰 하디 올랜도블룸 등 이제는 유명해진 배우들의 풋풋한 조연 모습도 재밌다. 미국 영웅 감성은 지금도 이해하기 어렵다. 그게 미국의 멋이지만 그래도 산 사람은 살아야 하지 않을까. ㅋ,9
더 수어사이드 스쿼드,쥐들의 반란 계속되리라..,10
이터널 선샤인,추억의 낙태를 경험하는 기분이 들었다,10
유전,의식 기이한 영화 하면 아리에스터 감독,8
모가디슈,기대 안하고 봤는데 꿀잼!!,10
모가디슈,이 영화 진짜 미쳤음 겁나 생생함,10
기생충,치부를 들어내는 약자에 대한 배려가 없는,6
암살,몇번을 봐도 흥미롭고 새로운영화. 시대적배경을 알고보면 더 뭉클하고 북받치는영화. 연기스토리연출 삼박자 부족함없이 모두 완벽하게 갖췄고 실제이야기와 픽션이 흥미진진하게 가미되었는데 보는내내 지루할 틈이 없네요. 한국역사를 주제로 다룬 영화중에 단연최고라 말할수 있다. 국가를 위해 희생하신 독립운동가분들이 있었기에 지금 우리가 맘껏 누리며 지낼수있다는걸 잊지않겠습니다. 마지막 명대사는 잊을수가 없네요‘16년전 임무 염석진이 밀정이라면 죽여라. 지금 수행합니다’ 아쉽게 끝날수 있는이야기를 한문장으로 완벽하게 장식함..,10
그린 나이트,간만에 푹잤어요제가 아는 아더왕 스토리가 아니네요난해해요..,1
빽 투 더 퓨쳐,저런 상상을 할 수 있었다니ㅎㅎ 상상력은 점점 현실이 되네요ㅎㅎ,10
더 수어사이드 스쿼드,어렸을때 우뢰매가 생각난 영화,2
정글 크루즈,드웨인 존슨 때문에 설레요 너무 .. 유치는 한데 보는 내내 웃고 모험한 기분이였어요,10
모가디슈,사운드와 연기 연출력 모두 매력적인 영화,10
그린 나이트,지나친 함의로 제작비를 날린 b급 망작,4
모가디슈,왜 1점을 줬을까~,1
마인드스케이프,때로는 알면서도 속게 되는 일들이 있다.,7
모가디슈,소재도 좋았고 연출도 좋았습니다.,8
모가디슈,믿고 보는 감독이 되셨네요!!,10
미첼 가족과 기계 전쟁,주인공이 만든 필터들과 영상들이 다 웃겼고 감독이 전하는 매시지도 훌륭했습니다.,10
콰이어트 플레이스,이해안가는 답답한 내용은 있지만 영화니까 이해하고보면 생각보다 재밌었음,9
모가디슈,재밌었음ㅋㅋ가족들끼리 가서 보기 좋은 영화,10
킬러의 보디가드 2: 킬러의 와이프,재미있음 쓰리는 언제 나오나여,10
죠스,배 안에 펼쳐지는 완벽한 서스펜스. 스티븐 스필버그는 제 2의 히치콕임이 틀림없다. 퀘튼 선장은 약간 발암이네. 처음에는 최신 도구를 요즘 젊은이들은 너무 편하게 산다고 무시하더니 자기 낡은 배가 침몰하니 이제서야 최신 도구 사용하네,10
오만과 편견,몇번을 봐도 질리지 않는 최고의 작품이죠,10
8년을 뛰어넘은 신부,거짓말같은 기적. 거짓말같은 사랑. 미안하게도 나에게는 일본구경 경치구경이 절반이었다.,6
모가디슈,씁쓸했음...그렇게 죽기살기로 열심히 탈출했는데결국 끝은 각자갈길...,10
더 수어사이드 스쿼드,시간많으면 보세요ㅋㅋ,1
김씨 표류기,재개봉 가자,10
분노의 질주: 더 얼티메이트,진짜 최악이다 분노의질주맞음? 뭘본거지ㄱㅋㅋㅋ,1
아이리스 - 극장판,hp odh.,7
더 수어사이드 스쿼드,와 쓰레기 영화다. 올해 본 최악의 영화네요. 아무런 내용도 없고 무슨 내용인지도 모르겟고 개연성도 없고 캐릭터 별 특징도 없고. 보다가 정신병 걸리는 것 같았어요. 이게 제작비 많이 들었을 것 같은데. 와  이걸 돈 주고 찍었다는게 이해가 안가네..,1
더 수어사이드 스쿼드,병맛 액션의 진수~ 시작부터 끝까지 달린다. 시나리오따위는 기대하지마라  걍 시원시원하게 터져나간다,8
모가디슈,스토리도 잘 짜여있고 연기도 다들 최상급이었습니다ㆍ 리얼한 장면이 우리나라 영화수준이 대단하구나 느꼈네요ㆍ다만 조인성이 담배를 너무 자주 피워 건강이 걱정되었네요 ㅎㅎㅎ,10
모가디슈,오랜만에 좋은 영화봤네요역시  믿고보는 조인성,10
발신제한,스토리 전개가 정말 답답함,4
블랙 위도우,와우~~~~폭염을 날려줄 시원시원한 액션~~,10
모가디슈,한국 영화 오랜만에 볼 만 했어요!,10
스타워즈: 에피소드 1 -  보이지 않는 위험,시네21 김도훈 이용철을 주깁시다,10
모가디슈,민주주의는 영원하고 위대하다,10
모가디슈,재밌었어용! ^^ 오랜만에 나가서 볼만한 영화!-!,10
더 수어사이드 스쿼드,마블이 dc에게 보낸 두번째 자객,4
모가디슈,기대만큼은 아니지만 볼만은 해요너무 큰 기대는 하지 말고 보셨으면 합니다,7
모가디슈,보다보니 어째될지 뻔히 보여서 아 뭐야 ? 하고 잇는데 1시간 반 지나있더라ㅎ코로나임에도 불구하고 잼있는 영화 고마워요,10
극장판 도라에몽: 진구의 신공룡,정말 감동적인 장면 많고 우스운 장면도 많아용! 추천합니다! 꼭보세요!!!,10
응징자,양동근님 너무 귀엽던데전 재밌게 봤어요 악마를 보았다 느낌,10
기억의 밤,오 한국판 스릴러 볼만했어요.,10
모가디슈,명배우 + 영상미 + 스토리구성 진짜 완벽했다,10
모가디슈,요즘 나라가 왜이러는지북한을 미화된 영상으로 북한과 통일하려는 식의 목적을 가진 영화는 원치 않습니다우리와 다른 사상을 가진 민족과 통일을 부추기다니 쓰레기 영화,1
모가디슈,연기부터 스토리 너무나도 재밋습니다,10
지구가 멈추는 날,초반에는 재밌었다. 한번쯤 보기 괜찮은 것 같다.,10
더 수어사이드 스쿼드,오글거리는 상황연출이나 미국식 찐따 특유의 억지 웃음 유발이 심했음. 영상미 참신하다는 소리 듣고싶었는지 뜬금없고 쓸데없는 영상 연출도 가끔 있었음. 다만 액션은 훌륭. 좀 지루하긴한데 걍 시간 떼우기에 볼만함,5
모가디슈,돈값하는 영화 개잼임 강추,10
모가디슈,극장가서 보지말고 나중에 ott 로 보세요. 이영화의 가장 큰 문제는 탈출을 너무나 쉽게 해서 긴장감이 떨어지고 텐션 유지가 안됨,4
모가디슈,심장 벌렁벌렁ㅎㅏ면서 봄,10
공각기동대 : 고스트 인 더 쉘,최고의 영화.압도적이다.,10
더 이퀄라이저,클로이 모레츠 때문에 봤는데. 분량이 ㅜㅜ영화가 주는 교훈 '기회를 줄때잘하자 ' ㅋ,7
더 수어사이드 스쿼드,올해 개봉작중에 가장 기억에 남는 영화에요잔인한 액션신인 것만 뺀다면 누구나 좋아할 가오갤같은 영화에요,10
나는 살을 빼기로 결심했다,미래의 어떤 '완성형'의 모습(그련 게 존재하는지도 모르겠지만)이 아닌 그냥 지금 그대로의 세 사람이 서로에게 손을 흔들며 웃어주는 결말에 별 다섯개. 적게 먹고 많이 운동하든 많이 먹고 적게 운동하든 타인의 자유를 짓밟고 정체성까지 본인들 입맛에 맞춰 평가질하는 자들은 부끄러운 줄 아셔라. 남한테 배놔라 감놔라 하지 말고 니 인생이나 잘 살자!,10
극장판 도라에몽: 진구의 신공룡,재밌어요!!^^ 감동,10
정글 크루즈,그냥 유치한 정글버전 캐리비안의 해적,1
정글 크루즈,진짜 재밌게 본 영화인거 같아요~기대 안하고 봤는데 넘나 재밌습니다 ㅎㅎ,10
무뢰한,오래 기억에 남을것같은 영화~,10
모가디슈,아 진짜 최고 개재밌어요... 친구들이랑도 보고 남친이랑도 또 보러 갈거임 ㅎㅎ 배우들 연기 짱....,10
더 수어사이드 스쿼드,망해서 쓰레기통에 처 박힌걸 제임스건이 멱살잡고 끌어 올렸네 ㅋㅋ피칠갑 코미디,10
모가디슈,2시간이  어떻게  가는지  모를정도로 너무  재밌었어요. 영화보는  내내  쫄깃함이  살아있고  역시  류승완감독이에요,10
모가디슈,코로나 때문에 정말 오랜만에 영화관 갓는데.. 후회없는 선택.... 깔끔 담백...,9
예스터데이,영화로만 보면 그냥 별거아닌 비틀즈 노래덕분,4
모가디슈,너무 재밌다 여운이 남는 영화,10
심연,황당무개.. 어린이용 SF영화,2
파운더,성공한 사업가를 볼줄 알았는데 ㄱㅅ를 보았네,9
분노의 질주: 더 얼티메이트,홉스 앤 쇼 이후 오리지널들이 돌아오고 한도 돌아왔지만재미는 돌아오지 않은것 같다. 액션 자체의 스케일은 엄청나지만이야기도 빈약하고 구멍이 많다. 머리를 비우고 액션만 본다면 볼만 하겠지만 분노의 질주의 오리지날 팬들은 더 세븐 이후로 많이 실망할것 같다.,7
명탐정 코난: 베이커가의 망령,말이 필요없이 존잼 이건 안보면 손해,10
모가디슈,한국영화가 매번 이렇게만 나오면 너무 좋을텐데,10
모가디슈,방금 보고 나왔습니다.. 정말 오랜만에 웰메이드 영화 봤네요ㅠㅠ 대체 어떻게 촬영한걸까 궁금하기도 하고 가슴아픈 현실을 잘 보여줘서 좋았어요ㅠㅠㅠㅠ,10
모가디슈,뭔데.... 간만에 볼만한 영화나온듯..아무생각없이 영화관 갔다가 뜻밖의 횡재함,10
어른들은 몰라요,와씨...하니닮았다고 생각했는데 하니였어ㅠㅠ 소름소름!!  박화영에서 세진이는 어떻게 된건지 계속 마음에 남았는데...그나마 인간적인 사람들 만났구나 싶어 안도했다ㅠㅠ...,7
크루엘라,엠마스톤 흑백 넘멋져요 꼭보세요 강추영화,10
미드나이트,연출은 좋은데답답해요,1
핸콕,기존 히어로와는 전혀 다른 히어로물.,6
모가디슈,스토리도 좋구 마지막 감정도 잔잔하게 올라오네요. 오랫만에 갠찮은 영화인듯,10
방법: 재차의,색다른 수사영화. 액션과 그전엔 보지못햇던 연출들을 볼수 있어서 재미있었습니다.,9
기담,몰입감 괜찮고 공포도 수준급..  다시 볼 필요는 없.,8
모가디슈,그냥 뭔가 심심한 영화임 긴장감도 없고..,2
지오스톰,좀 더 지오스톰에 의한 지구의 재난을 보여줬으면 좋았을텐데 오히려 우주정거장의 재난이 더 중점이어서 아쉬웠음,6
모가디슈,오랜만에보는 한국영화 수작!!!,9
죠스,어릴 때 보고 상어 트라우마 걸림.,6
모가디슈,코로나 사태이후 영화관에서 본영화중 유일하게 돈이 아깝지 않았다,10
모가디슈,정말 잼있는 영화아이들이랑 같이봐도 좋을거같아요,10
모가디슈,보는 맛이 쫄깃 결말은 그냥 최선의 결말인듯,9
"2021 스웨그 에이지 : 외쳐, 조선!",지금 문재인정부를 보는 것 같아서 공감이 가요. 서민들을 위한척 하면서 서민을 더 힘들게 만드는..,6
엉클 분미,영화가 보여줄 수 있는 최고의 경지.,10
모가디슈,너무 잘 봤어요 코로나 아니면 천만은 됐을 영화조인성씨 연기가 좋았어요,10
모가디슈,재밌네요  잘봤습니다.허준호님 카리스마 짱!,10
노바디 ,나만 당할 수 없다. 너희들도 평점사기 좀 당해라~ 이런 영화네요. 네이버 평점은 멍멍이 사기라는 걸 명심하세요.,1
블랙핑크 더 무비,블랙핑크 당신들은 최고의 가수입니다,10
더 수어사이드 스쿼드,전편과 비교해서도 떨어지고 최악의 블랙위도우랑 비슷할듯...캐릭터 각각이 이렇게 매력이 떨어질줄...실망,3
모가디슈,남북의 관계를 덤덤하게 그려낸 영화저런 상황에서 서로 오해없이 의사소통할 수 있는 유일한 이웃나라라는 사실을 알게 해 주는 영화역시... 밥의 민족!,10
원티드,평범함이 비범함을 찾아서,10
로건,ㅠㅠㅠㅠ넘 슬프다..,10
말모이,우리말 지켜주셔서 감사합니다.,10
낙원의 밤,다 별로라고해서 기대없이 봤는데 잔인해서 그렇지 나름 괜찮게 봤어요,10
모가디슈,정말 잘만든 한국영화 재앙이 눈치보고 어거지 민족감성 강요해서 높은점수는 못주겠다,6
생일,누가 100% 허구인 영화라고 믿을까. 영화가 아니라 현실이다. 얼마나 아픈 시간들을 살아내고 있을까. 이런 저런 말들을 떠나 진심으로 위로와 응원을 보냅니다.,10
나는 나대로 혼자서 간다,대한민국 중국 영화랑 비슷한 부분이 많네요 감정 자극,7
더 수어사이드 스쿼드,별 기대하지 않았는데 의외로 괜찮은 작품. 어디서 본듯한 장면이 중첩되지만 이만하면 훌륭함!,10
모가디슈,개인적으로 김윤석 배우님 이런 배역 연기가 좋았습니다.카리스마 있고 너무 무거운 역할은 너무 무서워서 이런 이미지의 배역을 많이 해주셨으면 좋겠습니다.그리고 조인성 배우님 너무 좋았어요 ㅋㅋㅋ 손올릴때마다 ㅋㅋ 마지막으로 허준호 배우님 제 원픽 배우님인데 드라마 영화 많은곳에서 작품하셨으면 좋겠습니다.그 외 모든 배우님들 연기가 기깔나고요 모가디슈 흥하기를 기원합니다~~,10
블랙 위도우,스칼렛 요한슨이 다함,10
모가디슈,마지막에 서로 갈라져서 귀국하는 장면이 인상 깊었네요. 김윤석 허준호 연기력은 말할 필요도 없고요. 외국인 연기도 안 어색해서 좋습니다.,10
더 수어사이드 스쿼드,화려한 액션 독보적인 할리퀸 캐릭터,10
모가디슈,조금 지루햇음  연기력만 좋앗어요,6
모가디슈,영화 두시간중에 한시간 반을 총을 쏴서 귀가 좀 아팟지만 마지막에 좀 뭉클하긴 하네요 시사하는 바도 있는 것 같고 .. ㅠ 볼만해요 다들 연기 잘하심,9
더 파더,"""내인생에 잎사귀가 지는것같아""왜이렇게  안타깝고 슬픈지..",10
위대한 개츠비,뭔가 대단한게 나올줄알았는데 소문난 잔치에 먹을게없던 영화같은느낌 . 약간에 뮤지컬같은 연출같기도하고 여성분들은 충분히 감성있게볼수도있겠다 뭐대단한 스토리는 없는듯..데이지 여주는 더디그에서 나이든여자 연기도하고 여기선 이쁜역할도 하고 연기변신 잘하는듯.,5
모가디슈,오랜만에 만나는 한국영화의 수작.김윤석 허준호의 연기력이 전반적인 영화의 흐름을 이끌어감에 따라 조인성의 약간은 어색한 연기가 적절히 뭍혀갈 수 있음.조인성이 외모로 승부수를 띄우지 않고 베테랑들 사이에서 나름 감초역할 잘 한것 같음.마지막 장면은 감동도 주면서 현재의 상황을 비추어 여러가지를 곱씹어보게 하는 부분임.,9
모가디슈,심플하지만 지루하지않은 스토리라인 흥미진진한 연출 배우들의 일품연기까지 완성도 높은 영화. 아주 재밌게 봤습니다.,10
미드소마,색감은 좋음. 이케아같아 고어물 까지는 아니고 걍 미친영화임,8
명량,볼때마다 국뽕이차오름  눈물샘 자극하는 곳도있고 한번쯤은 꼭 봐야만하는 영화. 충무공 존경합니다,10
명량,볼때마다 뽕이차오름  눈물샘 자극하는 곳도있고 한번쯤은 꼭 봐야만하는 영화. 충무공 존경합니다,10
모가디슈,땀 그리고 총 feat. 담배,8
나잇 & 데이,톰크루즈와 디아즈가 나오는 영화를 고르는 이유,7
싱글라이더,힘없는 인생의 답없는 물음을 던지다,10
모가디슈,신파없어서 넘 좋았어요,10
모가디슈,정만식 배우님 덕에 좋은 영화 봤습니다!! 실화여서 내용을 다 알고 봤는데도 긴장감 있게 봤어요!,10
제8일의 밤,저는 재미있게봤는대 영화가 나쁘지않아요 평점 1점분들 이해가 안되네욤?,8
인 더 하우스,서로가 서로를 매혹하는 그물에 나도 사로잡히다.,10
분노의 질주: 더 얼티메이트,갈수록 개연성이 너무 떨어짐,6
더 수어사이드 스쿼드,제임스 건 감독이 마블에서는 하지 못하던 것을 디씨에서 마음껏 펼친 영화. 중간에 조금 지루한 것 빼고는 좋았다!,8
모가디슈,원래 다른 영화 보기로 했던 날이었는데 결과적으로 정만식 배우님 보고 선택하게 된 영화에요! 같이 봤던 친구도 이런류의 영화는 잘 안보는데 너무 재밌게 봤다고 잘 고른것 같다고 말해주네요! 최근 보는 한국영화마다 과하게 우겨넣어 보기 싫어지는 신파가 없었던 것도 좋았고 배우분들 연기는 말할 것도 없이 너무좋았어요 !,10
더 수어사이드 스쿼드,하..진짜 평점에속았다 재미도없고.. 역겨워ㅠㅠㅠㅜ,1
더 수어사이드 스쿼드,1편보다 낫다. 하지만 악당인 주인공들은 너무 착하고 빌런은 너무 약하다. 여전히 매력적인 할리 퀸과 각자의 개성을 어필하는 새로운 인물들이 눈에 띈다.,8
모가디슈,별로 나오는 배우도 별로,2
비열한 거리,조인성 연기력 대단하고 스토리 구성 좋음. 조폭 다룬 영화중에 가장 탄탄한 영화가 아닌가 싶다.,10
극장판 도라에몽: 진구의 신공룡,도라에몽 시리즈중 최고 작품이네요.피스케 나왔을때 진짜 감동이었어요,10
모가디슈,뻔한 스토리와 또 북한과의 우정 ㅋㅋㅋ 북한은 우릴 적으로 생각하는데 ㅋㅋ 맨날 북한 홍보만함. 억지 동포애 포장,1
모가디슈,왜 8점이지 다 완벽했다 보는데,10
더 수어사이드 스쿼드,히어로 영화의 스토리를 기대하는건 말이 않되고 캐릭터 하나하나의 개성이 돌았습니다. 그리고 보는 맛도 좋아요.,10
모가디슈,넘재밌게 보았고 감동적이었어요,10
미씽: 사라진 여자,진짜 너무 너무 슬펐음.. 본 영화 중에 제일 슬펐음 ㅜ,10
모가디슈,와~ 진짜재미있었습니다^^,10
불꽃 슛 통키,인생작입니다....,10
그린 나이트,명예 기사를 위해 나아가는 가웨인! 분위기가 주는 압도적 경험이 대체로 몽환적인 영화,10
모가디슈,내가 원하는 결말은 아니라서 좀 아쉬웠지만 킬링타임용으로 볼만하다. 엔딩신은 너무 현실적으로 다가와서 씁쓸했다.,8
시동,진짜 갠적으론 재밌게 봤었음 왜 개봉당시 평점이 박살났는지는 의문...,9
쥬만지: 넥스트 레벨,재밌게 했던 정든 게임 속 캐릭터를 오랜만에 다시 플레이 하는 느낌,7
모가디슈,몰입도 짱몰입이 잠깐 깨지는 순간은- 와 저 촬영 세트/엑스트라 다 어떻게 햇지? 헐리우드 급이네 이런 생각 잠시 하는 모먼트 뿐,10
모가디슈,시간 가는줄 모르고 잼있게 봤어요.,10
모가디슈,작년에 개봉. 안하고 올해에 한것이 신의 한수였던 영화.딸과 함께 정말 재밌게 봤습니다. 최고의 배우들과 최고의 감독 제작진들의 시너지가 엄청나네요. 단언컨데 올해 최고의 영화일듯 합니다.,10
모가디슈,영화 보는 내내 언제 재밌어지나 하고 봄. 이게 액션영화라고?.. 지금 평점은 너무 높은듯,1
서복,대사가 너무 별로여서 보는 내내 답답했다 같은 스토리라도 인물들을 평면적으로 만들어놔서 대사도 깊이가 없었고 진부했다,4
CCTV,소름진짜 시간낭비..이런거 왜 찍는거냐..한국영화의 끝이 보이는구나.,2
더 수어사이드 스쿼드,유쾌 상쾌 통쾌한 영화 였습니다.,10
더 수어사이드 스쿼드,진짜 맥락없고 감동도 없는...차라리 모가디슈를 보세요..,2
1번가의 기적,1시간까지 토마토 상자 들 때까지는 재밌었다. 토마토 상자 들 때 배꼽 빠지게 웃고.그후 나머지 토마토를 던지는 순간부터 쭉 끝까지 신파로 간다 하아,6
더 수어사이드 스쿼드,완전히 취향 저격 당함 읔,8
디파티드,넷플릭스가 소환한 명작!! 근데 멧데이먼 약혼녀가 제일 비참해 보이네요 ㅋㅋㅋ,8
모가디슈,정만식 배우님때문에 보러갔는데 넘 재밌었네요 ㅋㅋㅋㅋ 생각보다 찡한부분도 잇고 카레이싱 장면도 박진감 넘치고 좋았습니저 추천!!,10
알 포인트,한국 공포영화 최고의 걸작중 하나 폐쇄적인 공간에서 전쟁이란 소재를 정말 잘 사용한 사운드 그리고 미장센이 미치도록 무서웠던작품시나리오가 정말 탄탄하고 감우성의 연기가 정말 좋았던,10
예수는 역사다,신천지도 이거보고 감동받고 그러는데 왜 신천지를 싫어하나요?? 하느님은 모두를 사랑합니다 알겠냐 기독교들아??ㅋㅋ영화는 그래도 참고볼만했으나 마지막 15분은 좀 역겹네요,2
러브 앤 몬스터스,빨간드레스 입고 여친정도의 실력이면 할리퀸하면 되겠네,1
콰이어트 플레이스 2,암유발 딸에 저런시국에도 짝짖기를 하려는 주인공들에게 박수를,4
죠스, EBS 시청하고 계신 분,10
모가디슈,정만식땜시 안보기로함..,1
오블리비언,49번 잭하퍼는 인류와 지구를 살리고 죽었고 52번 잭하퍼는 가족을 만났는데 그렇다면 그외 수천명의 잭하퍼는 어떻게 살아야하지??  이런 명작을 개봉하고 8년만에 우연히 알게되다니 ... 세상은 넓고 시간도 많고 할 일도 많고 볼 영화도 많다! 좀 더 분발하고 부지런해야겠다,10
모가디슈,류승완 감독의 감각적인 연출이 돋보였다. 최근 한국영화중 가장 잘 만들어진 영화같다. 내전이라는 무거운 주제를 점점 무게를 잡아가며 보여주는것이 정말 좋았고 반군과 정부군 이 두 세력중 누구도 작하게 그려내지 않고 두 세력 모두 응원하지 못하게 분배를 잘한거 같다. 굳이 시간 내서 보더라도 그 시간이 아깝지 않고 충분히 그럴 가치가 있는 영화다.,8
콩: 스컬 아일랜드,잼잇음 강추 킹콩 영화중에 탑인듯,10
언브로큰,졸리가 이렇게 영화를 잘 만들줄이야.,8
모가디슈,조인성 100점 만점에 120점,10
블랙핑크 더 무비,ㅎㅎ,10
랑종,저는 재밌게 봤습니다. 불필요한 잔인한 장면들이 있었지만 여자주인공 연기가 대박..,10
모가디슈,왜이렇게 재밌어요ㅠㅠㅠ 감동도 있고 재미도 있고 또 보고 싶어요,10
크루엘라,기대 안하고 봤는데 너무 재밌었다 특히 드레스 하나가 엄청 충격적이였음..,10
미션 파서블,너무 허접하네요 ㅜㅜㅡ,6
겨울왕국 2,혼자 보면서  감동해서 울었어요내용이 가슴을 울리는 느낌이랄까엘사가 살면서 힘든점들이 많았는데 모든것이 다 이유가 있었구나 싶더라고요 그리고 뜻은 혼자 이루는게 아니고 모두의 조화 합이 중요하구나 싶고요,10
더 수어사이드 스쿼드,캐릭터들이 개성있어 볼만함 이야기도 뻔하지만 암유발은 안하니 괜찬고 킹샤크개그도 웃기고 여전히 할리퀸은 하드캐리고 유쾌하고 잔인하고 유치하지만 볼만한 병맛코드 개인적으론 좀더 스피디했음 더좋았을걸 생각,8
모가디슈,신파없이 깔끔했다 뒷부분 액션신이 강추ㅜ,10
모가디슈,분명 드라마인데 공포영화를 보듯 심장이 쫄깃해짐. 영화 내용도 배우들 연기도 모두 훌륭합니다.,10
더 수어사이드 스쿼드,영상미가 굉장히 훌륭함액션 영화로선 굉장히 만족,9
모가디슈,김윤석 조인성 영화는 믿고 본다,10
모가디슈,어디 살던 사람은 다 똑같다는 생각을 하게 만든 영화!,10
파울볼,그립습니다 김성근감독님,10
굿 나잇,꿈 현실 사랑 죽음에 대한 생각과 공감을 힘들이지 않고 끌어내는 힘,9
제8일의 밤,공포는 덜하지만 너무재밌는데 올만에 재밋었네요,10
슈퍼맨이었던 사나이,감동도 재미도 아쉬워요,7
더 울프 오브 월 스트리트,난잡하고 더럽고 야하고 개 쓰레기같은 영화. 이런걸 영화라고 만든 새끼의 뇌구조가 궁금하네,1
발신제한,뻔한스토리와 클리세 뻔하지 않은 조우진의 독무대,7
더 수어사이드 스쿼드,코믹 요소도 많이 들어가고 1편이 워낙 졸작이라 노기대로 봐서 그런지 재미있었다,10
랑종,개무셥다  보는내내 불쾌함과 찝찝함 후반부에 휘몰아치는 공포,10
현기증,故김영애 배우님의 연기가 매우 돋보인 작품이다.영화 자체가 흡입력이 있으며 인간의 내면 묘사를 너무 잘한 작품이라고 생각한다. 비극의 끝판왕이라 영화가 나온지 몇년이 지난 지금 봐도 좀 충격이었다.  에너지가 있을 때 보는 것을 추천하고 영화를 보고난 후 영화의 제목인 '현기증' 과 함께 내용을 다시 되뇌어 보는 것을 추천한다.,8
모가디슈,영화 정말 잘 만들었습니다.영화 보는 내내 흥미진진하고… 영화 진짜 잘 만들었다는 생각만 했습니다.  연출 대박…,10
모가디슈,걍 존잼안 보면 후회한다~(ㅇㅅㅇ),10
블랙 위도우,여윽시 마블은 마블이다,10
히트맨,난 이런류 의 코미디 액션이 좋다 상우형 짱!,10
모가디슈,정만식 배우님 덕에 관심가지게 된 영화예요북한과 함께 사지를 헤쳐나왔으면서도 함께하지 못하는 현실이 가슴아팠습니다연기 고증 뭐하나 빠지는 것없이 잘 봤어요ㅠㅠ,10
은혼 더 파이널,어릴 때부터 좋아하던 만화인데 진짜 끝이라니 소라치 더 연재해줘.... ㅠㅠㅠ 카구라랑 카무이 사다하루 귀여웠다,10
더 수어사이드 스쿼드,전작과는 비교자체가 실례인 것 같다. 캐릭터들도 매력적이고 dc 영화 중 제일 신나게 본 것 같음,10
모가디슈,믿고 보는 배우들이 총 출동해서 몰입해서 영화를 봤습니다. 또 다시 이런 상황이 벌어지면 안되지만정말 가슴 아픈 일입니다. 살아서 돌아오신 분들은 지금 어떻게 되셨는지 궁금하네요. 영화 강추예요!!,10
모가디슈, 유쾌하구 다들 연기 넘 잘하셔서 안껄끄럽고 10점 드립니다 ! 그리고 조인성님을 볼때마다 기분이 좋고 행복하고 구교환 배우님도 잘생겼다!!! 작품 자주 찍어주세요,10
모가디슈,김재화님 멋있어요 정만식님도,10
모가디슈,후회없는 선택하게 해줘 감사합니다. ^^,10
빽 투 더 퓨쳐,1985년에 이런상상을 실현한게 대단하다.,10
라야와 마지막 드래곤,느낀점과감동점실감이있어서좋다,10
이스케이프 룸 2: 노 웨이 아웃,그저그런 킬링타임용,6
모가디슈,정말 재밌게 잘봤습니다,10
모가디슈,믿고 보는 김윤석 과다한 감정 없이 덤덤하게 그렸기에 그 참혹함이 더 와닿았음,10
블랙 위도우,블랙 위도우의 솔로영화라 기대를 많이 하고 봤습니다. 아쉬운 점도 있지만 전체적으로 재밌게 봤습니다.,9
더 수어사이드 스쿼드,1편을 너무 재미없게 봤는데 요건 꿀잼 역시 마블영화감독님이 찍어서 그런지 다르네요 꿀잼ㅋㅋ,10
조난자들,생각보다 완성도 있고 쫄깃하게 봤어요~~!!,8
